Date,PageName,"Post_ID",type,"Number_of_comments","Number_of_shares","Likes.total_likes","Likes.Angry"
"Mar 22, 2020 @ 17:18:05.000","Rafi Peretz",638615650256559,post,0,4,54,0
"Mar 22, 2020 @ 16:59:46.000","Benjamin Netanyahu",10157189185752076,post,0,250,"9,013",6
"Mar 22, 2020 @ 16:16:23.000","Nitzan Horowitz",10158335714056340,post,0,429,"2,499",66
"Mar 22, 2020 @ 16:07:06.000","Miri Regev",2852448174851979,post,0,391,"4,383",11
"Mar 22, 2020 @ 15:34:02.000","Ayelet Shaked",694955091247407,"live post",0,71,0,0
"Mar 22, 2020 @ 14:54:07.000","Benjamin Netanyahu",10157188779187076,post,0,"2,400","28,716",3
"Mar 22, 2020 @ 13:37:16.000","Tamar Zandberg",1872548969541928,post,0,95,691,16
"Mar 22, 2020 @ 13:33:35.000","Rafi Peretz",638484890269635,post,0,7,91,1
"Mar 22, 2020 @ 13:06:54.000","Naftali Bennett",2960920580596257,post,0,55,"1,561",0
"Mar 22, 2020 @ 12:43:50.000","Bezazel Smotrich",1579352672219104,post,0,0,99,0
"Mar 22, 2020 @ 11:28:43.000","Miri Regev",2851924054904391,post,0,600,"3,227",7
"Mar 22, 2020 @ 11:14:57.000","Benjamin Netanyahu",10157188198937076,post,0,"1,000","15,682",50
"Mar 22, 2020 @ 10:32:32.000","Stav Shaffir",2649139398639296,post,0,114,438,3
"Mar 22, 2020 @ 08:58:53.000","Naftali Bennett",647740532438245,"live post",0,59,0,0
"Mar 22, 2020 @ 08:49:32.000","Naftali Bennett",2960494317305550,post,0,180,"5,456",2
"Mar 22, 2020 @ 08:23:36.000","Moshe Feiglin",2877575665654863,post,0,569,"3,831",6
"Mar 22, 2020 @ 08:13:00.000","Benjamin Netanyahu",10157187834682076,post,0,997,"14,771",3
"Mar 22, 2020 @ 07:03:04.000","Itzik Shmuli",2751149854939583,post,0,424,"1,570",252
"Mar 22, 2020 @ 06:00:00.000","Benjamin Netanyahu",10157186840442076,post,0,"1,400","17,490",40
"Mar 21, 2020 @ 21:54:35.000","Naftali Bennett",2959554014066247,post,0,530,"5,251",0
"Mar 21, 2020 @ 20:16:20.000","Aryeh Deri",2723479014372219,post,0,756,"3,626",128
"Mar 21, 2020 @ 20:07:23.000","Yair Lapid",2999219926803005,post,0,"1,200","3,484",35
"Mar 21, 2020 @ 20:03:21.000","Ehud Barak",3115791215119800,post,0,632,"2,353",51
"Mar 21, 2020 @ 19:59:06.000","Miri Regev",2850565845040212,post,0,793,"5,931",50
"Mar 21, 2020 @ 19:54:37.000","Benjamin Netanyahu",10157185998387076,post,0,"3,000","40,656",51
"Mar 21, 2020 @ 19:34:44.000","Naftali Bennett",2959321017422880,post,0,57,"3,768",0
"Mar 21, 2020 @ 19:19:02.000","Benny Gantz",511231186220945,post,0,870,"11,838",157
"Mar 21, 2020 @ 19:09:45.000","Itamar Ben-Gvir",1214537265415278,post,0,29,501,1
"Mar 21, 2020 @ 18:56:40.000","Naftali Bennett",2959251124096536,post,0,100,"7,666",0
"Mar 21, 2020 @ 18:37:02.000","Amir Peretz",2929988763731102,post,0,175,"1,844",16
"Mar 21, 2020 @ 18:29:19.000","Benny Gantz",511204926223571,post,0,137,"6,439",5
"Mar 21, 2020 @ 18:01:54.000","Yair Lapid",2998960980162233,post,0,996,"7,495",140
"Mar 21, 2020 @ 17:58:21.000","Benjamin Netanyahu",10157185547797076,post,0,470,"18,334",75
"Mar 21, 2020 @ 17:34:59.000","Miri Regev",1111203022605402,post,0,196,"2,480",32
"Mar 21, 2020 @ 17:17:42.000","Stav Shaffir",2648422005377702,post,0,193,"1,036",31
"Mar 21, 2020 @ 17:01:25.000","Avigdor Liberman",3163105360369057,post,0,337,"1,234",37
"Mar 21, 2020 @ 16:51:19.000","Ayelet Shaked",2738893679562374,post,0,303,"2,627",0
"Mar 21, 2020 @ 16:05:57.000","Nitzan Horowitz",10158331277571340,post,0,974,"2,601",74
"Mar 21, 2020 @ 07:40:27.000","Itzik Shmuli",2748941211827114,post,0,54,"2,460",1
"Mar 20, 2020 @ 17:34:41.000","Avigdor Liberman",3160688040610789,post,0,"2,000","8,647","1,412"
"Mar 20, 2020 @ 15:35:23.000","Stav Shaffir",2647325192154050,post,0,174,"1,406",14
"Mar 20, 2020 @ 15:03:51.000","Benjamin Netanyahu",10157181505667076,post,0,934,"33,209",10
"Mar 20, 2020 @ 14:49:41.000","Benjamin Netanyahu",10157181490457076,post,0,"1,100","13,093",8
"Mar 20, 2020 @ 14:33:14.000","Bezazel Smotrich",1577541775733527,post,0,10,804,0
"Mar 20, 2020 @ 14:23:33.000","Naftali Bennett",2956419427713039,post,0,18,310,0
"Mar 20, 2020 @ 14:14:05.000","Miri Regev",2560801074190910,post,0,280,"4,847",9
"Mar 20, 2020 @ 13:49:36.000","Benny Gantz",510455459631851,post,0,643,"6,793",26
"Mar 20, 2020 @ 13:14:44.000","Tamar Zandberg",1870488583081300,post,0,262,"1,967",2
"Mar 20, 2020 @ 11:35:15.000","Yair Lapid",2995958033795861,post,0,300,"4,165",8
"Mar 20, 2020 @ 11:14:40.000","Ayelet Shaked",2736007179851024,post,0,84,"5,309",0
"Mar 20, 2020 @ 10:58:40.000","Stav Shaffir",2647116275508275,post,0,51,408,2
"Mar 20, 2020 @ 10:35:35.000","Naftali Bennett",2956041454417503,post,0,88,962,0
"Mar 20, 2020 @ 10:07:35.000","Amir Peretz",2926902527373059,post,0,202,"1,758",30
"Mar 20, 2020 @ 10:05:49.000","Ayelet Shaked",636103587174210,"live post",0,75,0,0
"Mar 20, 2020 @ 10:05:47.000","Merav Michaeli",3062170123806673,post,0,212,"1,592",57
"Mar 20, 2020 @ 08:45:46.000","Rafi Peretz",636968397087951,post,0,36,191,21
"Mar 20, 2020 @ 08:32:37.000","Benjamin Netanyahu",10157180657387076,post,0,"4,300","45,831",17
"Mar 20, 2020 @ 07:37:38.000","Naftali Bennett",2955801137774868,post,0,79,"1,443",3
"Mar 19, 2020 @ 22:29:44.000","Naftali Bennett",2955017471186568,post,0,54,"2,770",0
"Mar 19, 2020 @ 21:27:39.000","Itamar Ben-Gvir",1212958825573122,post,0,4,257,0
"Mar 19, 2020 @ 20:37:46.000","Naftali Bennett",2954840601204255,post,0,198,"8,282",3
"Mar 19, 2020 @ 19:48:15.000","Avigdor Liberman",3158465287499731,post,0,276,"1,048",43
"Mar 19, 2020 @ 19:38:59.000","Benjamin Netanyahu",10157178939182076,post,0,925,"13,071",10
"Mar 19, 2020 @ 19:34:06.000","Ayelet Shaked",2734691596649249,post,0,25,241,0
"Mar 19, 2020 @ 18:44:04.000","Ehud Barak",3110889758943279,post,0,"1,400","2,386",25
"Mar 19, 2020 @ 18:07:10.000","Aryeh Deri",2718836344836486,post,0,5,43,0
"Mar 19, 2020 @ 17:51:26.000","Yair Lapid",2994406120617719,post,0,710,"3,721",260
"Mar 19, 2020 @ 17:46:24.000","Ayelet Shaked",2734508926667516,post,0,15,831,0
"Mar 19, 2020 @ 17:27:31.000","Miri Regev",2845953102168153,post,0,27,442,0
"Mar 19, 2020 @ 17:21:03.000","Aryeh Deri",2718746611512126,post,0,558,"2,039",2
"Mar 19, 2020 @ 17:17:42.000","Naftali Bennett",2954498787905103,post,0,84,"1,085",0
"Mar 19, 2020 @ 17:16:05.000","Benny Gantz",509889866355077,post,0,894,"7,603",38
"Mar 19, 2020 @ 16:55:14.000","Itzik Shmuli",2745356118852290,post,0,58,846,0
"Mar 19, 2020 @ 16:29:42.000","Gabi Ashkenazi",527163068206596,post,0,216,"4,447",4
"Mar 19, 2020 @ 16:19:39.000","Benny Gantz",509849416359122,post,0,324,"6,805",17
"Mar 19, 2020 @ 16:08:54.000","Avigdor Liberman",3158033814209545,post,0,150,"1,629",28
"Mar 19, 2020 @ 16:02:40.000","Benjamin Netanyahu",10157177946387076,post,0,"1,800","30,300",10
"Mar 19, 2020 @ 15:55:29.000","Aryeh Deri",2718588941527893,post,0,"1,800","11,438",12
"Mar 19, 2020 @ 14:58:51.000","Moshe Feiglin",2360917814009887,"live post",0,26,0,0
"Mar 19, 2020 @ 14:45:19.000","Benny Gantz",509796546364409,post,0,131,"2,538",10
"Mar 19, 2020 @ 14:36:43.000","Ayelet Shaked",206931243956364,"live post",0,91,0,0
"Mar 19, 2020 @ 14:26:53.000","Yair Lapid",2993997563991908,post,0,655,"3,904",22
"Mar 19, 2020 @ 14:23:52.000","Benjamin Netanyahu",10157177643877076,post,0,"2,500","58,084",19
"Mar 19, 2020 @ 14:10:47.000","Ayelet Shaked",2734104816707927,post,0,5,208,0
"Mar 19, 2020 @ 13:54:57.000","Miri Regev",2845546425542154,post,0,48,"1,032",3
"Mar 19, 2020 @ 13:18:00.000","Merav Michaeli",3060107014012984,post,0,376,"1,955",107
"Mar 19, 2020 @ 13:01:39.000","Benny Gantz",509723176371746,post,0,716,"7,749",70
"Mar 19, 2020 @ 12:59:49.000","Nitzan Horowitz",10158322903251340,post,0,492,"2,461",80
"Mar 19, 2020 @ 12:46:19.000","Naftali Bennett",2953980284623620,post,0,27,"1,746",0
"Mar 19, 2020 @ 12:26:32.000","Ehud Barak",3110129029019352,post,0,745,"2,784",134
"Mar 19, 2020 @ 12:10:22.000","Merav Michaeli",1419034381633243,"live post",0,37,0,0
"Mar 19, 2020 @ 12:03:22.000","Merav Michaeli",1560867590744900,"live post",0,"1,300",0,0
"Mar 19, 2020 @ 11:58:30.000","Tamar Zandberg",1869384263191732,post,0,109,786,99
"Mar 19, 2020 @ 11:28:20.000","Benjamin Netanyahu",10157177243652076,post,0,278,"3,703",12
"Mar 19, 2020 @ 11:26:46.000","Rafi Peretz",636372330480891,post,0,10,149,1
"Mar 19, 2020 @ 10:57:10.000","Benjamin Netanyahu",10157177188567076,post,0,555,"6,256",6
"Mar 19, 2020 @ 10:01:49.000","Naftali Bennett",2953698871318428,post,0,264,"2,942",0
"Mar 19, 2020 @ 09:55:57.000","Naftali Bennett",206302110435211,"live post",0,131,0,0
"Mar 19, 2020 @ 09:23:38.000","Merav Michaeli",3059729830717369,post,0,91,920,28
"Mar 19, 2020 @ 09:18:19.000","Ehud Barak",3109806599051595,post,0,"2,900","14,921",637
"Mar 19, 2020 @ 08:52:47.000","Naftali Bennett",2953598564661792,post,0,59,"2,347",1
"Mar 19, 2020 @ 08:15:33.000","Yair Lapid",2993412090717122,post,0,368,"4,228",22
"Mar 18, 2020 @ 20:26:35.000","Benny Gantz",509311993079531,post,0,"1,100","12,518",154
"Mar 18, 2020 @ 20:20:26.000","Bezazel Smotrich",1575981065889598,post,0,12,125,0
"Mar 18, 2020 @ 19:23:42.000","Amir Peretz",2923532991043346,post,0,292,"3,131",74
"Mar 18, 2020 @ 18:53:51.000","Benny Gantz",509258859751511,post,0,"1,800","8,753",190
"Mar 18, 2020 @ 18:09:51.000","Benjamin Netanyahu",10157174832537076,post,0,"1,500","13,934",10
"Mar 18, 2020 @ 17:44:01.000","Benjamin Netanyahu",10157174738967076,post,0,"3,100","32,447",115
"Mar 18, 2020 @ 17:02:39.000","Moshe Feiglin",2869594239786339,post,0,330,781,1
"Mar 18, 2020 @ 16:55:29.000","Rafi Peretz",635892980528826,post,0,5,113,1
"Mar 18, 2020 @ 16:04:29.000","Naftali Bennett",300567400918893,"live post",0,109,0,0
"Mar 18, 2020 @ 15:43:35.000","Miri Regev",2843631155733681,post,0,54,"1,087",1
"Mar 18, 2020 @ 15:37:16.000","Orly Levy-Abkasis",3442870039061622,post,0,25,"3,396",21
"Mar 18, 2020 @ 15:28:07.000","Benjamin Netanyahu",10157174361327076,post,0,452,"9,166",2
"Mar 18, 2020 @ 15:10:45.000","Naftali Bennett",2951973134824335,post,0,39,"1,838",0
"Mar 18, 2020 @ 14:59:37.000","Ayelet Shaked",198593694758369,"live post",0,26,0,0
"Mar 18, 2020 @ 14:55:01.000","Itzik Shmuli",2742895809098321,post,0,322,"1,520",207
"Mar 18, 2020 @ 14:47:10.000","Avigdor Liberman",3155431544469772,post,0,705,"2,585",312
"Mar 18, 2020 @ 14:39:29.000","Bezazel Smotrich",1575752045912500,post,0,1,54,0
"Mar 18, 2020 @ 14:12:20.000","Benny Gantz",509109046433159,post,0,823,"8,351",176
"Mar 18, 2020 @ 14:01:08.000","Yair Lapid",2991740544217610,post,0,999,"3,958",817
"Mar 18, 2020 @ 13:41:02.000","Ehud Barak",3107905232575065,post,0,"1,900","2,431",34
"Mar 18, 2020 @ 12:28:13.000","Ayelet Shaked",2731750936943315,post,0,10,208,0
"Mar 18, 2020 @ 12:04:39.000","Benjamin Netanyahu",10157173885747076,post,0,"3,200","12,826",1
"Mar 18, 2020 @ 11:38:21.000","Miri Regev",2843162312447232,post,0,268,"2,638",7
"Mar 18, 2020 @ 11:38:21.000","Naftali Bennett",2951577091530606,post,0,60,"3,733",0
"Mar 18, 2020 @ 10:20:18.000","Yair Lapid",2991349870923344,post,0,94,879,19
"Mar 18, 2020 @ 10:02:28.000","Nitzan Horowitz",10158318598476340,post,0,"2,200","6,332",956
"Mar 18, 2020 @ 09:45:17.000","Yair Lapid",2991297137595284,post,0,199,"3,655",43
"Mar 18, 2020 @ 09:10:17.000","Moshe Feiglin",2868780123201084,post,0,52,721,0
"Mar 18, 2020 @ 08:25:20.000","Benjamin Netanyahu",10157173531547076,post,0,689,"15,386",10
"Mar 18, 2020 @ 07:14:57.000","Ayelet Shaked",2731291466989262,post,0,46,654,3
"Mar 18, 2020 @ 06:43:27.000","Yair Lapid",2991042864287378,post,0,266,"4,139",12
"Mar 18, 2020 @ 06:38:02.000","Itzik Shmuli",2742029795851589,post,0,52,450,6
"Mar 18, 2020 @ 06:16:49.000","Moshe Feiglin",2868551053223991,post,0,323,"2,586",8
"Mar 18, 2020 @ 06:00:00.000","Benjamin Netanyahu",10157172697347076,post,0,933,"8,620",6
"Mar 17, 2020 @ 20:34:30.000","Naftali Bennett",2950261438328838,post,0,48,"2,284",0
"Mar 17, 2020 @ 20:32:56.000","Benjamin Netanyahu",10157171992512076,post,0,"1,100","17,329",5
"Mar 17, 2020 @ 20:13:20.000","Benny Gantz",508677416476322,post,0,110,"5,927",7
"Mar 17, 2020 @ 20:07:15.000","Benjamin Netanyahu",10157171961632076,post,0,"1,400","12,629",10
"Mar 17, 2020 @ 19:28:30.000","Rafi Peretz",635295473921910,post,0,8,124,3
"Mar 17, 2020 @ 19:07:37.000","Benjamin Netanyahu",10157171802197076,post,0,194,"3,394",2
"Mar 17, 2020 @ 18:55:46.000","Moshe Feiglin",2867520753327021,post,0,90,"1,174",0
"Mar 17, 2020 @ 18:45:50.000","Naftali Bennett",259386895061953,"live post",0,89,0,0
"Mar 17, 2020 @ 18:23:01.000","Yair Lapid",2989942494397415,post,0,"4,300","7,404","1,391"
"Mar 17, 2020 @ 18:07:34.000","Itzik Shmuli",2740896719298230,post,0,58,550,0
"Mar 17, 2020 @ 17:12:58.000","Naftali Bennett",2949918148363167,post,0,35,"1,571",0
"Mar 17, 2020 @ 17:02:31.000","Bezazel Smotrich",909943019436686,"live post",0,19,0,0
"Mar 17, 2020 @ 16:42:47.000","Bezazel Smotrich",1574957855991919,post,0,2,104,0
"Mar 17, 2020 @ 16:32:45.000","Benjamin Netanyahu",10157171375567076,post,0,941,"7,226",1
"Mar 17, 2020 @ 16:29:07.000","Benny Gantz",508551513155579,post,0,"1,900","11,352",469
"Mar 17, 2020 @ 16:17:19.000","Tamar Zandberg",1867598423370316,post,0,190,"1,406",54
"Mar 17, 2020 @ 16:09:47.000","Moshe Bogie Ya'alon",3158265134206643,post,0,947,"5,925",607
"Mar 17, 2020 @ 15:55:03.000","Merav Michaeli",3055559104467775,post,0,117,"1,358",28
"Mar 17, 2020 @ 15:37:08.000","Ayelet Shaked",201780271146182,"live post",0,48,0,0
"Mar 17, 2020 @ 15:31:55.000","Yair Lapid",2989627991095532,post,0,"2,600","7,996","1,034"
"Mar 17, 2020 @ 13:48:49.000","Miri Regev",2841132289316901,post,0,47,"1,163",5
"Mar 17, 2020 @ 13:17:25.000","Avigdor Liberman",3152689134744013,post,0,940,"4,228",197
"Mar 17, 2020 @ 12:58:10.000","Nitzan Horowitz",10158315161181340,post,0,298,"1,417",18
"Mar 17, 2020 @ 12:40:17.000","Naftali Bennett",2949389335082715,post,0,195,"6,119",0
"Mar 17, 2020 @ 12:10:08.000","Benjamin Netanyahu",10157170746522076,post,0,"2,000","7,772",8
"Mar 17, 2020 @ 11:55:26.000","Rafi Peretz",635044590613665,post,0,13,67,0
"Mar 17, 2020 @ 11:41:00.000","Benny Gantz",508397466504317,post,0,160,"3,799",11
"Mar 17, 2020 @ 10:08:53.000","Yair Lapid",2989058851152446,post,0,"1,600","6,997",122
"Mar 17, 2020 @ 09:26:00.000","Naftali Bennett",2565872627033828,"live post",0,93,0,0
"Mar 17, 2020 @ 08:57:38.000","Benny Gantz",508317289845668,post,0,321,"5,157",31
"Mar 17, 2020 @ 08:31:52.000","Gabi Ashkenazi",525509405038629,post,0,370,"2,550",6
"Mar 17, 2020 @ 07:33:43.000","Rafi Peretz",634932047291586,post,0,8,43,0
"Mar 17, 2020 @ 07:02:32.000","Ayelet Shaked",2729068093878266,post,0,110,622,0
"Mar 17, 2020 @ 06:56:51.000","Itzik Shmuli",2739796089408293,post,0,67,569,10
"Mar 17, 2020 @ 06:06:33.000","Itamar Ben-Gvir",1210840359118302,post,0,75,632,7
"Mar 16, 2020 @ 23:56:33.000","Naftali Bennett",2948314311856884,post,0,971,"3,076",3
"Mar 16, 2020 @ 23:12:59.000","Naftali Bennett",2948243245197324,post,0,203,"7,907",4
"Mar 16, 2020 @ 21:28:58.000","Moshe kahalon",2612565552320960,post,0,64,665,8
"Mar 16, 2020 @ 20:47:42.000","Benny Gantz",508026519874745,post,0,273,"8,862",83
"Mar 16, 2020 @ 20:33:47.000","Benjamin Netanyahu",10157169067767076,post,0,520,"12,926",9
"Mar 16, 2020 @ 19:19:31.000","Benjamin Netanyahu",10157168841807076,post,0,"2,300","27,829",8
"Mar 16, 2020 @ 19:07:38.000","Benjamin Netanyahu",10157168811227076,post,0,251,"4,648",2
"Mar 16, 2020 @ 18:59:01.000","Itzik Shmuli",2738776252843610,post,0,131,"1,442",1
"Mar 16, 2020 @ 18:06:20.000","Naftali Bennett",2947755251912790,post,0,72,"3,269",0
"Mar 16, 2020 @ 16:14:49.000","Ayelet Shaked",1696161350526615,"live post",0,123,0,0
"Mar 16, 2020 @ 15:29:09.000","Miri Regev",2839121989517931,post,0,456,"4,445",16
"Mar 16, 2020 @ 15:28:11.000","Bezazel Smotrich",1574048196082885,post,0,0,411,0
"Mar 16, 2020 @ 15:25:18.000","Ayelet Shaked",2727666404018435,post,0,52,"1,460",1
"Mar 16, 2020 @ 15:18:46.000","Itzik Shmuli",2738384369549465,post,0,24,330,3
"Mar 16, 2020 @ 15:09:08.000","Itamar Ben-Gvir",1210358919166446,post,0,89,"1,734",296
"Mar 16, 2020 @ 14:46:51.000","Nitzan Horowitz",10158312092361340,"page-update post",0,35,473,4
"Mar 16, 2020 @ 14:38:00.000","Ayelet Shaked",2727581544026921,post,0,10,"1,586",2
"Mar 16, 2020 @ 14:02:50.000","Naftali Bennett",2947311325290516,post,0,63,"3,275",0
"Mar 16, 2020 @ 13:38:37.000","Naftali Bennett",1478470212313741,"live post",0,105,0,0
"Mar 16, 2020 @ 13:00:41.000","Nitzan Horowitz",10158311833106340,post,0,29,260,2
"Mar 16, 2020 @ 12:11:36.000","Naftali Bennett",2947100485311600,post,0,"1,000","22,559",41
"Mar 16, 2020 @ 11:35:10.000","Yair Lapid",2986952578029740,post,0,340,"9,993",178
"Mar 16, 2020 @ 11:27:44.000","Moshe Feiglin",2864438373635259,post,0,324,"1,970",8
"Mar 16, 2020 @ 11:21:44.000","Benny Gantz",507640346580029,post,0,792,"12,940",298
"Mar 16, 2020 @ 11:17:16.000","Itamar Ben-Gvir",1210207632514908,post,0,37,881,0
"Mar 16, 2020 @ 10:37:34.000","Miri Regev",2838612402902223,post,0,860,"5,855",145
"Mar 16, 2020 @ 10:14:34.000","Avigdor Liberman",3149812595031667,post,0,321,"3,651",695
"Mar 16, 2020 @ 10:14:20.000","Benny Gantz",239570637212388,"live post",0,711,0,0
"Mar 16, 2020 @ 10:08:21.000","Bezazel Smotrich",1573832852771086,post,0,17,541,1
"Mar 16, 2020 @ 09:43:19.000","Benny Gantz",507544223256308,post,0,"1,100","26,641",861
"Mar 16, 2020 @ 08:09:46.000","Yair Lapid",2986634658061532,post,0,884,"5,816",43
"Mar 15, 2020 @ 21:45:23.000","Bezazel Smotrich",1573449086142796,post,0,59,667,4
"Mar 15, 2020 @ 21:18:27.000","Benny Gantz",507240256620038,post,0,737,"20,227",803
"Mar 15, 2020 @ 19:43:10.000","Yair Lapid",2985644118160586,post,0,105,"4,866",2
"Mar 15, 2020 @ 19:23:01.000","Itamar Ben-Gvir",1209724352563236,post,0,42,640,75
"Mar 15, 2020 @ 19:07:29.000","Benjamin Netanyahu",10157165880142076,post,0,642,"8,278",79
"Mar 15, 2020 @ 18:51:28.000","Ayelet Shaked",2725862100865532,post,0,54,539,2
"Mar 15, 2020 @ 17:50:42.000","Benjamin Netanyahu",10157165660987076,post,0,"5,000","29,594","6,577"
"Mar 15, 2020 @ 16:54:55.000","Aryeh Deri",2710080479045406,post,0,93,"1,330",7
"Mar 15, 2020 @ 16:24:30.000","Ayelet Shaked",2725604164224659,post,0,606,"5,102",121
"Mar 15, 2020 @ 16:20:20.000","Benjamin Netanyahu",10157165435672076,post,0,"2,200","15,982","1,139"
"Mar 15, 2020 @ 15:46:25.000","Nitzan Horowitz",10158308816701340,post,0,43,856,9
"Mar 15, 2020 @ 14:54:34.000","Benjamin Netanyahu",10157165204257076,post,0,"4,800","16,324","4,617"
"Mar 15, 2020 @ 14:40:17.000","Miri Regev",2836881436408653,post,0,751,"2,044",394
"Mar 15, 2020 @ 14:01:28.000","Bezazel Smotrich",1573148016172903,post,0,1,144,0
"Mar 15, 2020 @ 13:39:20.000","Benjamin Netanyahu",10157165014927076,post,0,820,"11,487",7
"Mar 15, 2020 @ 13:11:03.000","Naftali Bennett",2944990642189251,post,0,"2,400","8,487","2,355"
"Mar 15, 2020 @ 11:28:08.000","Benjamin Netanyahu",10157164748252076,post,0,"1,500","9,736","1,769"
"Mar 15, 2020 @ 11:21:30.000","Rafi Peretz",633674550750669,post,0,1,37,1
"Mar 15, 2020 @ 10:58:56.000","Naftali Bennett",2944772198877762,post,0,37,"3,013",0
"Mar 15, 2020 @ 10:20:38.000","Moshe Feiglin",2862223953856701,post,0,63,"1,018",7
"Mar 15, 2020 @ 09:30:04.000","Avigdor Liberman",3147363481943245,post,0,336,"3,249",145
"Mar 15, 2020 @ 09:04:03.000","Miri Regev",2836331336463663,post,0,174,"2,800",9
"Mar 15, 2020 @ 08:46:45.000","Nitzan Horowitz",10158307968056340,post,0,"1,100","5,016",187
"Mar 15, 2020 @ 08:45:33.000","Benny Gantz",506876143323116,post,0,"1,800","15,451",263
"Mar 15, 2020 @ 08:26:08.000","Ayelet Shaked",2664042947162546,"live post",0,114,0,0
"Mar 15, 2020 @ 08:17:32.000","Tamar Zandberg",1865289163601242,post,0,103,"1,086",21
"Mar 15, 2020 @ 08:05:03.000","Naftali Bennett",655194418382256,"live post",0,247,0,0
"Mar 15, 2020 @ 07:54:42.000","Benjamin Netanyahu",10157164414492076,post,0,496,"15,707",23
"Mar 15, 2020 @ 07:27:08.000","Merav Michaeli",3049852838371735,post,0,97,"1,538",9
"Mar 15, 2020 @ 07:12:47.000","Naftali Bennett",2944462528908729,post,0,12,667,0
"Mar 15, 2020 @ 06:36:16.000","Ayelet Shaked",2724632247655184,post,0,4,200,0
"Mar 15, 2020 @ 05:31:38.000","Benjamin Netanyahu",10157164254217076,post,0,141,"1,955",1
"Mar 14, 2020 @ 23:48:27.000","Naftali Bennett",2943873542300961,post,0,"1,700","13,129",0
"Mar 14, 2020 @ 21:25:38.000","Bezazel Smotrich",1572594972894874,post,0,14,209,0
"Mar 14, 2020 @ 20:46:58.000","Naftali Bennett",2943626482325667,post,0,15,"1,162",0
"Mar 14, 2020 @ 20:41:30.000","Rafi Peretz",633325117452279,post,0,7,93,1
"Mar 14, 2020 @ 20:35:21.000","Itzik Shmuli",2734605963260639,post,0,188,"1,397",18
"Mar 14, 2020 @ 20:25:15.000","Stav Shaffir",2641474896072413,post,0,661,"2,967",287
"Mar 14, 2020 @ 20:14:32.000","Ayelet Shaked",2723775507740858,post,0,55,"2,120",4
"Mar 14, 2020 @ 20:00:14.000","Benjamin Netanyahu",10157162967657076,post,0,"1,100","13,256",14
"Mar 14, 2020 @ 19:58:04.000","Moshe Feiglin",2861043180641445,post,0,23,"1,333",1
"Mar 14, 2020 @ 19:06:04.000","Avigdor Liberman",3146080238738236,post,0,84,"2,086",22
"Mar 14, 2020 @ 19:05:43.000","Miri Regev",2835175813245882,post,0,75,"1,189",2
"Mar 14, 2020 @ 18:14:13.000","Amir Peretz",2914515648611747,post,0,263,"3,273",118
"Mar 14, 2020 @ 17:47:56.000","Miri Regev",2835048163258647,post,0,225,"1,321",2
"Mar 14, 2020 @ 16:50:57.000","Benny Gantz",506523073358423,post,0,243,"5,633",42
"Mar 14, 2020 @ 13:21:50.000","Nitzan Horowitz",10158305267061340,post,0,194,"1,732",2
"Mar 14, 2020 @ 10:46:23.000","Ehud Barak",3098417243523864,post,0,249,"1,110",1
"Mar 13, 2020 @ 15:27:12.000","Orly Levy-Abkasis",3430464993635460,"page-update post",0,96,"3,755",334
"Mar 13, 2020 @ 15:01:48.000","Benjamin Netanyahu",10157158968577076,post,0,684,"16,748",12
"Mar 13, 2020 @ 14:08:17.000","Bezazel Smotrich",1571437249677313,post,0,4,281,0
"Mar 13, 2020 @ 13:13:08.000","Benjamin Netanyahu",10157158717547076,post,0,852,"10,100",3
"Mar 13, 2020 @ 13:05:36.000","Miri Regev",2832418686854928,post,0,174,"2,587",1
"Mar 13, 2020 @ 12:59:35.000","Rafi Peretz",632408700877254,post,0,7,82,0
"Mar 13, 2020 @ 12:50:52.000","Benny Gantz",505839713426759,post,0,781,"9,341",41
"Mar 13, 2020 @ 12:45:49.000","Moshe Bogie Ya'alon",3148598265173330,post,0,104,"1,412",38
